temperature,humidity,ph,rainfall,label
27.81251452,82.69285419,5.80766417,99.20961514,banana
21.80851548,50.5096322,6.506951286,138.213473,wheat
24.3017998,84.87668973,6.93221485,65.0247867,Cotton
28.08166093,75.26429821,5.623615687,118.2761894,banana
28.3575072,91.64509299,5.542873799,160.7306991,Coconut
27.14911056,67.02664337,6.157782589,52.50812701,Lentil
25.79490531,93.84150618,5.779032666,152.4238712,Coconut
24.54757829,57.3414485,6.436160044,118.3606557,Pigeon Peas
27.82684262,87.16679147,6.389882166,58.37249772,Mung Bean
19.25975367,20.51346956,5.542690119,94.9533526,Kidney Beans
16.14906131,13.64903865,6.68052304,49.09253064,Peas
29.86860065,85.99127934,6.401455706,58.41394143,Mung Bean
31.48468379,50.66105961,6.898283926,78.67221693,wheat
21.9348235,63.90516342,4.832617563,249.4180906,Tea
29.34317422,60.50320928,9.072011412,34.03335472,Moth Beans
29.48882958,91.07574233,6.365956658,26.01909355,muskmelon
28.73181558,84.79260995,8.288162935,117.122973,Sugarcane
30.92903852,61.27769267,6.290600064,119.5739407,Ground Nut
29.73013036,82.89166381,6.442335593,50.91511275,Mung Bean
25.13686519,84.88394407,6.195152442,91.46442491,banana
32.88733849,64.59457409,7.70650895,71.50569456,Black gram
27.94020348,58.04350805,6.761467373,103.0601137,wheat
53.01740027,49.8642052,5.299104443,65.95904867,Adzuki Beans
24.89681131,86.10782926,6.217300786,53.14626213,watermelon
31.52104732,66.55723677,7.580527339,61.71111448,Black gram
27.62626513,52.23017432,6.422694318,100.3168624,wheat
22.31871914,83.86129998,7.288377241,65.35747011,Cotton
24.43011925,66.02411187,7.231166546,181.6368274,Coffee
24.97256132,82.72828653,6.476757723,66.70016285,grapes
26.07010807,96.7036223,5.981169595,143.533473,Coconut
33.36681473,62.39935969,6.125212154,137.6739042,Ground Nut
26.28259087,58.03195649,4.728712582,183.5504823,Tea
24.87212063,93.90560147,6.676578778,135.1694525,papaya
27.6858522,63.91434086,5.85006519,81.28070031,Tobacco
26.2830571,73.35763537,6.704273839,186.6898282,Jute
24.04818992,64.76873894,6.076270096,84.76952667,Tobacco
19.59221047,61.28633405,6.74398035,41.7704893,Lentil
47.62660416,14.02856794,7.847058041,35.66404116,millet
24.12832546,56.18107663,6.431899748,147.2757818,Coffee
28.65003945,82.68752542,5.843163161,98.75084366,banana
17.22385224,15.82069268,6.129533877,76.57580954,Chickpea
51.3204343,55.29365413,5.647458316,170.7771304,Adzuki Beans
31.85744939,45.53106268,5.417340525,91.55845821,mango
19.28889933,65.47050802,6.807487794,71.3195307,maize
22.98666928,20.57940608,5.916779289,143.8584938,Kidney Beans
26.91643698,73.48655995,6.253408852,171.4716375,Jute
32.50037548,93.47888842,6.893509446,71.73759526,papaya
19.3479443,55.96805489,4.681576043,194.5921148,Pigeon Peas
24.89326318,77.01222585,7.207457208,196.469984,Jute
23.80593812,92.48879468,5.889480679,119.6335548,apple
27.75518664,52.34605806,4.772385986,94.11213345,mango
18.62328774,23.02410338,5.532100554,135.3378033,Kidney Beans
32.644546,61.92607293,6.027171709,108.7622349,Ground Nut
20.89342749,46.24856523,6.208843215,195.5697875,Pigeon Peas
29.50304807,63.46513414,5.560224583,189.5208915,Pigeon Peas
22.9215706,94.89613443,6.28022267,105.6941544,apple
32.29968054,60.51951421,6.397509878,141.4807496,Ground Nut
27.10818093,87.4512669,6.981758362,55.03723979,Mung Bean
27.92374437,67.96910852,7.079850922,115.2325531,Coffee
25.78544484,75.00539324,7.641116569,91.39578861,Cotton
21.63742097,73.89990946,5.48819691,315.3585957,Rubber
31.88342554,91.3256535,6.524459342,79.27201575,papaya
20.0467711,65.84395319,7.135251532,46.05333124,Lentil
27.57410935,59.30493164,4.888876453,229.527211,Tea
29.2114218,87.11497805,6.41874299,51.53848218,Mung Bean
52.93273827,40.63185709,5.525960194,54.71589837,Adzuki Beans
41.20733624,81.61051026,6.389783283,65.90227462,grapes
24.98287462,66.895409,6.379881442,38.21370568,Lentil
22.36509395,92.30882391,7.175344328,104.8216333,pomegranate
27.6343933,81.16215487,7.807895663,134.8226872,Sugarcane
22.45942937,81.30681027,6.443785385,64.23026638,Cotton
14.78003032,91.22062116,6.118430299,100.1961762,orange
27.08808014,93.42402083,6.781050373,25.32159689,muskmelon
20.10413289,67.60538038,6.091618189,76.89803799,Tobacco
23.5000992,83.63488952,6.219469084,79.81328183,Cotton
33.86351172,68.59232289,6.880245789,69.24464096,Black gram
21.31852148,66.43934593,7.320514721,45.42616802,Lentil
42.07213781,92.92203105,6.840802254,165.7412972,papaya
44.22336093,13.75835809,6.290580352,40.70878489,millet
25.40474421,65.8567539,7.722335992,51.92057267,Lentil
26.50908611,94.48414544,6.143662699,199.8778403,Coconut
22.73031253,88.48567856,6.825256236,104.6843243,pomegranate
19.85139326,89.80732335,6.430163481,102.8186358,pomegranate
27.96236771,84.15403614,5.644486582,97.55986676,banana
19.2582557,14.2804191,7.545258424,65.78042032,Chickpea
26.22367404,62.26594559,6.979590627,193.7461968,Coffee
29.84070774,93.76312893,6.126019932,23.28207838,muskmelon
20.03728219,56.35606753,6.727303282,109.024141,maize
21.47607807,38.80023714,4.962661422,180.382234,Pigeon Peas
23.04920461,75.53835214,6.498052108,70.65644296,Cotton
50.21320004,62.48992621,6.153000909,141.9402762,Adzuki Beans
27.77076285,87.09979549,6.402926221,49.50812624,Mung Bean
26.28476984,79.69487801,6.282299627,125.0210353,Sugarcane
32.76795887,94.57377401,6.764213299,240.4795923,papaya
52.3799117,41.66149617,5.441548052,145.2598039,Adzuki Beans
26.38807394,63.31950813,4.579477415,228.1585451,Tea
31.35582182,68.07569875,6.113725662,67.23507858,Ground Nut
29.68361658,87.93598094,6.990095452,41.82490236,Mung Bean
28.42062847,61.77336343,7.815210661,49.02366803,Lentil
32.7819781,69.6416044,6.052301511,140.7710832,Ground Nut
25.60033702,99.7240104,5.855457599,165.8248732,Coconut
31.02215872,45.89239456,6.68727523,53.56783314,Moth Beans
33.20749638,68.98017415,5.671471528,273.0607063,Rubber
28.64841334,70.16448796,5.512211891,239.4073548,Rubber
26.42333018,64.51136845,7.338929556,63.46546487,Black gram
31.46511256,51.79939437,8.985348193,74.44330654,Moth Beans
24.44345477,82.45432595,5.950647577,267.9761948,rice
20.09136946,64.86995687,5.956594895,255.7880161,Rubber
26.20811417,52.50987966,6.910823945,189.0944824,Coffee
26.21667586,81.01009354,6.32281728,54.65423596,watermelon
18.52510753,69.0276233,5.773454729,88.10234397,maize
17.08498521,16.14565756,7.528599957,71.31007253,Chickpea
27.8262623,88.73100226,6.320768488,56.68833819,Mung Bean
35.53845018,52.94641947,4.934964765,91.54560427,mango
28.84079155,63.37230676,6.734447425,70.25496749,Black gram
21.11478672,90.31528693,5.559363609,104.5086618,apple
23.79746068,74.82913698,6.252797548,91.76337172,maize
29.95544134,76.12451553,7.973218141,164.2065328,Sugarcane
19.14381903,90.71037456,7.8546243,108.0230792,orange
30.03447137,70.96233479,5.206279381,313.2469496,Rubber
26.68386496,92.9585411,6.583760499,62.50689682,papaya
18.84223576,13.97053587,6.419595328,53.04269309,Peas
23.80546189,59.24537979,5.715208817,89.9622014,maize
17.84806561,18.77621951,5.949949081,143.0984171,Kidney Beans
24.35564134,88.80391021,6.176860192,169.1168028,Jute
44.12226723,14.2759221,6.73398071,42.18667806,millet
23.43191632,80.56887849,6.363472208,269.5039162,rice
26.14360941,82.1718201,5.950838699,129.6403373,Sugarcane
22.40423537,88.1508343,7.199504273,109.8695196,pomegranate
29.87854588,65.73085206,6.950300686,44.95654782,Lentil
33.8642935,61.57072498,6.573531614,68.02199825,Black gram
28.70487321,80.15847022,5.11612676,144.8719274,Sugarcane
31.55846339,67.83563765,7.137004749,74.86960831,Black gram
21.35135729,22.91244883,5.779090476,146.4548645,Kidney Beans
29.78714005,94.65343534,6.327822962,27.8659442,muskmelon
18.04096846,13.64310235,6.356336276,54.02878566,Peas
30.14072116,61.10498034,6.200750081,106.7865477,Ground Nut
29.19585548,68.01965728,7.441976825,44.93261911,Lentil
26.80750629,88.22874955,6.429788073,58.79889057,watermelon
29.83448534,73.95783114,5.545572421,315.1906048,Rubber
23.73868041,75.77503808,7.55606399,76.63669195,Cotton
53.61354562,64.51127839,5.464839384,67.56692876,Adzuki Beans
25.50634557,44.8302551,9.926212291,74.32635105,Moth Beans
16.03768615,22.33195853,5.976312538,130.3900798,Kidney Beans
17.1456427,13.8647799,6.98228418,52.76664363,Peas
15.83388699,91.68293851,7.651225301,109.7571416,orange
29.39982732,64.25510719,7.108450121,67.47677295,Black gram
29.40889385,86.16063492,6.365513634,53.35486977,Mung Bean
27.71437,82.24762867,8.38803435,142.91021,Sugarcane
30.30260453,47.18283631,7.707595055,68.04039813,Moth Beans
22.44516988,94.73763514,5.617227184,107.1843273,apple
21.73121202,55.21660738,6.321308622,123.9601092,wheat
27.95088498,64.31272354,6.176153962,82.03838836,Tobacco
29.70143197,95.65754365,6.078807239,215.1968037,Coconut
18.41932981,64.23580251,6.474476516,76.41312437,maize
27.01207284,60.76645256,6.485761419,191.4508931,Coffee
26.03026959,69.55863145,7.393210848,37.11395801,Lentil
23.30546753,63.24648023,6.385684214,108.7603001,maize
33.7960155,93.00754254,6.99104104,182.026807,papaya
25.70822684,52.88667115,7.18915558,136.7325092,Coffee
29.16226551,76.16151562,5.816622479,100.0075679,banana
26.12588914,86.5507939,6.000975617,40.71210074,watermelon
26.73690828,87.82430156,6.747537642,47.46447019,watermelon
42.13473976,91.70445386,6.757470637,197.402901,papaya
44.08530559,14.98193344,5.809661553,38.89011641,millet
20.41683147,62.5542482,5.855442401,65.27798457,maize
26.73072391,81.78596776,7.868474653,280.4044392,rice
34.93174223,30.40046769,6.345806011,159.2649827,Pigeon Peas
43.03714283,94.6428898,6.720744449,41.5856585,papaya
25.17885316,68.93307305,6.54803469,35.03484812,Lentil
18.28362235,66.65952796,6.829199275,80.97573281,maize
28.66725136,79.59242542,5.986442306,118.2583441,banana
17.05222044,13.25875089,6.253187948,47.85510842,Peas
24.1638445,19.27907819,5.82738029,116.7324324,Kidney Beans
27.96799119,79.28625709,5.694243847,119.4765557,banana
24.388717,62.50453062,6.711341147,47.26052494,Lentil
27.81326852,62.50460464,7.596802025,69.75555541,Black gram
24.83206631,44.17085032,5.88509677,52.0810886,Moth Beans
25.00872392,95.59224018,6.001936419,165.8092179,Coconut
25.46228792,81.56641891,6.175492306,76.88582484,Cotton
27.02269204,95.71935435,6.231662767,147.1682459,Coconut
18.28766124,69.48515056,6.254216611,48.60449438,Lentil
28.20619412,92.86798698,6.447662945,28.78654515,muskmelon
46.57247892,11.70405493,5.976833314,35.57642505,millet
31.48468379,72.73930065,5.39798897,329.318524,Rubber
27.29035669,90.53330091,6.130160473,23.49535234,muskmelon
23.83185873,87.84034604,6.306605528,111.2232716,pomegranate
19.71098332,17.63879418,6.613072145,85.57925437,Chickpea
52.23456757,52.21661611,5.085690013,58.53389207,Adzuki Beans
31.01274943,62.40392519,3.504752314,63.77192383,Moth Beans
23.98143338,61.10935084,6.971963169,161.5279095,Coffee
21.44526922,63.1621551,6.178056304,65.88951188,maize
25.09737391,67.72837887,6.859409487,74.61649888,Black gram
24.63544858,80.41363018,7.730367824,253.7202781,rice
25.60153969,68.66257977,6.536676653,168.8383605,Coffee
23.70467146,74.63745355,6.742688094,181.2783964,Jute
26.65333029,59.79023382,7.550090941,36.91852635,Moth Beans
29.95369215,79.08654197,6.480853392,115.8378319,Sugarcane
12.087022,83.59398734,5.93202852,68.66813363,grapes
27.17730799,76.20149564,7.001192677,139.0415583,Sugarcane
23.78709569,24.35679348,5.948164454,119.6404412,Kidney Beans
33.20258348,92.76437927,6.977700268,197.5282582,papaya
16.77557314,82.75241875,6.106190557,66.76285469,grapes
33.32315744,91.25271223,6.709668804,234.496633,papaya
39.37102553,81.25353895,6.129812716,74.08101744,grapes
33.9451246,70.55464259,6.400422587,137.2584875,Ground Nut
32.29564207,72.3572389,6.388994145,74.96498896,Ground Nut
27.1994597,78.8086068,5.91505509,99.72430835,banana
23.85340379,90.10522549,7.474710503,103.923226,orange
17.30844532,20.01730914,5.86390397,115.199245,Kidney Beans
28.17458662,83.69659318,6.770955317,37.2464655,Mung Bean
17.25769499,18.74943955,7.840339389,94.00287214,Chickpea
29.89576763,77.54178244,4.876450022,269.1040931,Rubber
22.94276687,75.37170612,6.114525877,67.08022574,Cotton
28.9138963,64.35045603,5.836743423,206.0748994,Rubber
27.63406751,77.4738787,6.773016462,140.5129952,Sugarcane
23.56110792,58.64932753,4.621923702,213.4530574,Tea
27.59555793,82.61816025,8.148410145,138.1992024,Sugarcane
20.95628486,63.68128841,7.239455147,52.39881209,Lentil
16.82395992,13.35747273,6.515016404,54.48267988,Peas
32.27652024,50.19368841,5.316875978,95.99487068,mango
27.70496805,63.20915034,7.74672376,37.46160727,Lentil
29.00415186,81.35453438,7.197665948,138.2278615,Sugarcane
17.28602285,13.89256494,6.078197684,52.72669732,Peas
23.65374106,93.32657504,6.431265737,109.8076178,pomegranate
30.27374995,67.38680755,4.696518678,127.7767134,Pigeon Peas
24.35193812,90.88612388,6.152906502,105.529185,pomegranate
22.17702381,66.94962977,6.10845814,76.12918603,Tobacco
20.93892916,85.42912869,6.12476108,103.0295938,pomegranate
26.50838667,86.84264005,6.065898283,152.9801697,Jute
10.16431299,91.22320999,6.465913274,106.362551,orange
27.50568957,54.01820397,6.161839979,114.8541306,wheat
23.3250131,79.79609448,6.581693772,187.3096148,Jute
29.44795403,78.34971537,5.505393833,96.45042585,banana
27.92765919,91.55594211,6.721835879,149.9107557,papaya
25.21622704,70.88259632,7.299304715,195.8645552,Jute
27.3179125,51.66921088,6.005242945,32.55919573,Moth Beans
25.54249137,56.96640758,7.887658711,48.46797044,Moth Beans
27.10134661,93.69979946,5.551963184,150.9502632,Coconut
15.3246651,81.67215994,6.477768039,71.60102999,grapes
29.03017561,64.49166566,7.475926645,54.9393771,Lentil
43.43755917,10.20357223,7.811359215,36.61361235,millet
27.42711692,90.02696201,6.379690748,21.7508774,muskmelon
33.95105177,79.77095311,5.911295117,304.1058206,Rubber
38.72382798,91.72514851,6.702424548,62.62377075,papaya
27.31155708,99.96906006,5.832608028,201.8258633,Coconut
28.43647052,91.81320717,5.568365926,145.5414413,Coconut
48.44654619,10.88759897,5.803526182,38.5207736,millet
24.57238439,56.50279108,4.697892434,239.435644,Tea
23.76881552,90.59810302,5.7983508,102.2648546,apple
31.11047251,83.34010951,5.653776058,71.43001582,grapes
26.14576648,71.23690851,6.432051512,193.1007598,Jute
22.8352024,18.97267518,5.683548308,63.59276673,Kidney Beans
27.36559349,62.74215557,4.606762414,192.9191932,Tea
28.56973521,95.67906668,6.436314406,134.8370348,Coconut
